Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Audi-A3-Sportback-1.0-TFSI---Xenon---Navi---PDCv-h---,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,599,,FALSCH,WAHR
Audi-A3-Sportback-1.0-TFSI---Xenon---Navi---PDCv-h---,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,645,,FALSCH,WAHR
Audi-A3-Sportback-1.0-TFSI---Xenon---Navi---PDCv-h---,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,691,,FALSCH,WAHR
Audi-A3-Sportback-1.0-TFSI---Xenon---Navi---PDCv-h---,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,738,,FALSCH,WAHR
Audi-A3-Sportback-1.0-TFSI---Xenon---Navi---PDCv-h---,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,784,,FALSCH,WAHR
Audi-A3-Sportback-1.0-TFSI---Xenon---Navi---PDCv-h---,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,595,,FALSCH,WAHR
Audi-A3-Sportback-1.0-TFSI---Xenon---Navi---PDCv-h---,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,641,,FALSCH,WAHR
Audi-A3-Sportback-1.0-TFSI---Xenon---Navi---PDCv-h---,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,687,,FALSCH,WAHR
Audi-A3-Sportback-1.0-TFSI---Xenon---Navi---PDCv-h---,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,733,,FALSCH,WAHR
Audi-A3-Sportback-1.0-TFSI---Xenon---Navi---PDCv-h---,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,801,,FALSCH,WAHR
