Dealer name,Dealer adress,Purchase price,Reselling price,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Autohaus Dallgow GmbH,"Wilmsstrasse 120
14624 Dallgow-Döberitz
,,,20681,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,614,,FALSCH,WAHR
,,,20456,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,655,,FALSCH,WAHR
,,,20231,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,697,,FALSCH,WAHR
,,,20006,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,757,,FALSCH,WAHR
,,,20658,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,583,,FALSCH,WAHR
,,,20396,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,624,,FALSCH,WAHR
,,,20133,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,666,,FALSCH,WAHR
,,,19871,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,707,,FALSCH,WAHR
,,,19609,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,748,,FALSCH,WAHR
,,,20411,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,576,,FALSCH,WAHR
,,,20111,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,618,,FALSCH,WAHR
,,,19811,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,659,,FALSCH,WAHR
,,,19511,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,701,,FALSCH,WAHR
,,,19211,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,742,,FALSCH,WAHR
,,,20163,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,572,,FALSCH,WAHR
,,,19826,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,613,,FALSCH,WAHR
,,,19489,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,654,,FALSCH,WAHR
,,,19151,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,696,,FALSCH,WAHR
,,,18814,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,737,,FALSCH,WAHR
,,,19916,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,568,,FALSCH,WAHR
,,,19541,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,609,,FALSCH,WAHR
,,,19166,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,651,,FALSCH,WAHR
,,,18792,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,692,,FALSCH,WAHR
,,,18417,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,733,,FALSCH,WAHR
,,,19669,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,565,,FALSCH,WAHR
,,,19256,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,606,,FALSCH,WAHR
,,,18844,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,647,,FALSCH,WAHR
,,,18432,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,689,,FALSCH,WAHR
,,,18019,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,730,,FALSCH,WAHR
,,,19421,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,562,,FALSCH,WAHR
,,,18971,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,603,,FALSCH,WAHR
,,,18522,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,645,,FALSCH,WAHR
,,,18072,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,686,,FALSCH,WAHR
,,,17622,Volkswagen-T-Roc-Style-1.0-TSI-6-Gang---KLIMA--NAVI---ALU--,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,727,,FALSCH,WAHR
Autohaus Dallgow GmbH,"Wilmsstrasse 120
14624 Dallgow-Döberitz
Deutschland",28790,27759,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,Volkswagen T-Roc Style 1.5 TSI DSG  KLIMA   LED  NAVI   ALU,"<p>
<strong>Abholadresse</strong>
Wilmsstrasse 120
14624 Dallgow-Döberitz
Deutschland<br>
<strong>Fahrzeugzustand</strong>
<br>
<strong>Kategorie</strong>
SUV / Geländewagen / Pickup<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
6.500 km<br>
<strong>Hubraum</strong>
1.498 cm³<br>
<strong>Leistung</strong>
110 kW (150 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
5,4 l/100km (kombiniert)<br>*
6,7 l/100km (innerorts)<br>*
4,7 l/100km (außerorts)<br>*
<strong>CO2-Emission</strong>
124 g/km (kombiniert)*<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Automatik<br>
<strong>Schadstoffklasse</strong>
Euro6<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
03/2020<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
03/2023<br>
<strong>Klimatisierung</strong>
2-Zonen-Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Energetic Orange<br>
<strong>Farbe</strong>
Orange Metallic<br>
<strong>Innenausstattung</strong>
Stoff, Schwarz<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Abstandstempomat, Abstandswarner, Ambiente-Beleuchtung, Android Auto, Apple CarPlay, Armlehne, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, ESP, Freisprecheinrichtung, Garantie, Geschwindigkeitsbegrenzer, Innenspiegel autom. abblendend, Isofix, Kurvenlicht, Lederlenkrad, LED-Scheinwerfer, LED-Tagfahrlicht, Leichtmetallfelgen, Lichtsensor, Müdigkeitswarner, Multifunktionslenkrad, Musikstreaming integriert, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Notbremsassistent, Notrufsystem, Pannenkit, Radio DAB, Raucherpaket, Regensensor, Reifendruckkontrolle, Schaltwippen, Scheckheftgepflegt, Servolenkung, Sitzheizung, Sportfahrwerk, Sprachsteuerung, Spurhalteassistent, Start/Stopp-Automatik, Touchscreen, Traktionskontrolle, Tuner/Radio, USB, Verkehrszeichenerkennung, Volldigitales Kombiinstrument, Zentralverriegelung
</p>",Volkswagen,,"Marke_Volkswagen, Typ_SUV, Alter_maximal 2 Jahre,Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 20.000 km,Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_Alle, Schaltung_Automatik, Farbe_Orange, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,734,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/1-kAAOSwtEleZ7g3/$_27.JPG,1,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/f84AAOSwf-ReZ7g4/$_27.JPG,2,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/9MgAAOSwVqpeZ7g3/$_27.JPG,3,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/ArkAAOSwl05eZ7g3/$_27.JPG,4,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/BbMAAOSwa8NeZ7g3/$_27.JPG,5,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/fxkAAOSweVZeZ7g5/$_27.JPG,6,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/9v0AAOSwZJReZ7g3/$_27.JPG,7,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/yp0AAOSwJgxeZ7g3/$_27.JPG,8,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/5AEAAOSwhRZeZ7g3/$_27.JPG,9,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/ZYAAAOSwbsFeZ7g3/$_27.JPG,10,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/M28AAOSwWG5eZ7g3/$_27.JPG,11,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/mnkAAOSw6rFeZ7g3/$_27.JPG,12,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/NfEAAOSwifheZ7g3/$_27.JPG,13,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/efgAAOSw4wVeZ7g3/$_27.JPG,14,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/sv8AAOSwx9peZ7g3/$_27.JPG,15,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/9HkAAOSwZ3JeZ7g3/$_27.JPG,16,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/8T4AAOSwtZpeZ7g3/$_27.JPG,17,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/Ok8AAOSwNBleZ7g3/$_27.JPG,18,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/H30AAOSw5uZeZ7g3/$_27.JPG,19,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/1-kAAOSwtEleZ7g3/$_27.JPG,20,,,nil
,,,27615,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,787,,FALSCH,WAHR
,,,27471,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,840,,FALSCH,WAHR
,,,27327,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,893,,FALSCH,WAHR
,,,27183,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,946,,FALSCH,WAHR
,,,27448,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,714,,FALSCH,WAHR
,,,27256,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,767,,FALSCH,WAHR
,,,27065,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,820,,FALSCH,WAHR
,,,26873,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,873,,FALSCH,WAHR
,,,26681,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,926,,FALSCH,WAHR
,,,27138,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,702,,FALSCH,WAHR
,,,26898,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,755,,FALSCH,WAHR
,,,26658,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,808,,FALSCH,WAHR
,,,26418,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,861,,FALSCH,WAHR
,,,26178,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,914,,FALSCH,WAHR
,,,26828,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,694,,FALSCH,WAHR
,,,26540,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,747,,FALSCH,WAHR
,,,26252,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,800,,FALSCH,WAHR
,,,25964,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,853,,FALSCH,WAHR
,,,25676,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,925,,FALSCH,WAHR
,,,26517,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,704,,FALSCH,WAHR
,,,26181,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,757,,FALSCH,WAHR
,,,25845,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,810,,FALSCH,WAHR
,,,25510,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,863,,FALSCH,WAHR
,,,25174,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,916,,FALSCH,WAHR
,,,26207,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,698,,FALSCH,WAHR
,,,25823,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,751,,FALSCH,WAHR
,,,25439,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,804,,FALSCH,WAHR
,,,25055,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,857,,FALSCH,WAHR
,,,24671,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,910,,FALSCH,WAHR
,,,25896,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,693,,FALSCH,WAHR
,,,25465,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,746,,FALSCH,WAHR
,,,25033,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,799,,FALSCH,WAHR
,,,24601,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,852,,FALSCH,WAHR
,,,24169,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,905,,FALSCH,WAHR
,,,25586,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,689,,FALSCH,WAHR
,,,25106,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,742,,FALSCH,WAHR
,,,24626,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,795,,FALSCH,WAHR
,,,24147,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,848,,FALSCH,WAHR
,,,23667,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,901,,FALSCH,WAHR
,,,25276,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,686,,FALSCH,WAHR
,,,24748,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,739,,FALSCH,WAHR
,,,24220,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,792,,FALSCH,WAHR
,,,23692,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,845,,FALSCH,WAHR
,,,23164,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,898,,FALSCH,WAHR
,,,24965,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,683,,FALSCH,WAHR
,,,24389,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,736,,FALSCH,WAHR
,,,23814,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,789,,FALSCH,WAHR
,,,23238,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,842,,FALSCH,WAHR
,,,22662,Volkswagen-T-Roc-Style-1.5-TSI-DSG--KLIMA---LED--NAVI---ALU,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,895,,FALSCH,WAHR
