Dealer name,Dealer adress,Purchase price,Reselling price,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Autohaus Dallgow GmbH,"Wilmsstrasse 120
14624 Dallgow-Döberitz
,,,28290,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,834,,FALSCH,WAHR
,,,28143,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,888,,FALSCH,WAHR
,,,27995,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,943,,FALSCH,WAHR
,,,27848,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,997,,FALSCH,WAHR
,,,28120,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,760,,FALSCH,WAHR
,,,27924,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,814,,FALSCH,WAHR
,,,27727,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,869,,FALSCH,WAHR
,,,27531,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,923,,FALSCH,WAHR
,,,27334,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,977,,FALSCH,WAHR
,,,27803,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,748,,FALSCH,WAHR
,,,27557,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,802,,FALSCH,WAHR
,,,27312,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,857,,FALSCH,WAHR
,,,27066,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,911,,FALSCH,WAHR
,,,26820,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,965,,FALSCH,WAHR
,,,27486,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,740,,FALSCH,WAHR
,,,27191,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,794,,FALSCH,WAHR
,,,26896,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,849,,FALSCH,WAHR
,,,26601,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,903,,FALSCH,WAHR
,,,26306,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,976,,FALSCH,WAHR
,,,27168,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,750,,FALSCH,WAHR
,,,26824,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,804,,FALSCH,WAHR
,,,26480,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,859,,FALSCH,WAHR
,,,26136,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,913,,FALSCH,WAHR
,,,25792,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,967,,FALSCH,WAHR
,,,26851,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,744,,FALSCH,WAHR
,,,26458,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,798,,FALSCH,WAHR
,,,26064,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,852,,FALSCH,WAHR
,,,25671,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,907,,FALSCH,WAHR
,,,25278,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,961,,FALSCH,WAHR
,,,26533,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,739,,FALSCH,WAHR
,,,26091,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,793,,FALSCH,WAHR
,,,25649,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,848,,FALSCH,WAHR
,,,25206,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,902,,FALSCH,WAHR
,,,24764,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,956,,FALSCH,WAHR
,,,26216,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,735,,FALSCH,WAHR
,,,25725,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,789,,FALSCH,WAHR
,,,25233,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,844,,FALSCH,WAHR
,,,24742,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,898,,FALSCH,WAHR
,,,24250,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,952,,FALSCH,WAHR
,,,25899,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,732,,FALSCH,WAHR
,,,25358,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,786,,FALSCH,WAHR
,,,24817,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,841,,FALSCH,WAHR
,,,24277,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,895,,FALSCH,WAHR
,,,23736,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,949,,FALSCH,WAHR
,,,25581,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,729,,FALSCH,WAHR
,,,24991,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,784,,FALSCH,WAHR
,,,24402,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,838,,FALSCH,WAHR
,,,23812,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,892,,FALSCH,WAHR
,,,23222,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG---NAVI--ALU,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,946,,FALSCH,WAHR
Autohaus Dallgow GmbH,"Wilmsstrasse 120
14624 Dallgow-Döberitz
Deutschland",29890,28826,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,Volkswagen Golf GTI VII Performance 2.0 TSI DSG  LED   NAVI,"<p>
<strong>Abholadresse</strong>
Wilmsstrasse 120
14624 Dallgow-Döberitz
Deutschland<br>
<strong>Fahrzeugzustand</strong>
<br>
<strong>Kategorie</strong>
Limousine<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
16.045 km<br>
<strong>Hubraum</strong>
1.984 cm³<br>
<strong>Leistung</strong>
180 kW (245 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 6,3 l/100km (kombiniert)<br>
ca. 8,2 l/100km (innerorts)<br>
ca. 5,2 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 144 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Automatik<br>
<strong>Schadstoffklasse</strong>
Euro6<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
01/2019<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
01/2022<br>
<strong>Klimatisierung</strong>
2-Zonen-Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Pure White<br>
<strong>Farbe</strong>
Weiß<br>
<strong>Innenausstattung</strong>
Stoff, Schwarz<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Abstandstempomat, Abstandswarner, Adaptives Kurvenlicht, Alarmanlage, Ambiente-Beleuchtung, Android Auto, Apple CarPlay, Armlehne, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, ESP, Fernlichtassistent, Freisprecheinrichtung, Garantie, Geschwindigkeitsbegrenzer, Induktionsladen für Smartphones, Innenspiegel autom. abblendend, Isofix, Lederlenkrad, LED-Scheinwerfer, LED-Tagfahrlicht, Leichtmetallfelgen, Lichtsensor, Lordosenstütze, Müdigkeitswarner, Multifunktionslenkrad, Musikstreaming integriert, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Notbremsassistent, Notrufsystem, Pannenkit, Regensensor, Reifendruckkontrolle, Schaltwippen, Scheckheftgepflegt, Scheinwerferreinigung, Schlüssellose Zentralverriegelung, Servolenkung, Sitzheizung, Sportpaket, Sportsitze, Sprachsteuerung, Start/Stopp-Automatik, Totwinkel-Assistent, Touchscreen, Traktionskontrolle, Tuner/Radio, USB, Verkehrszeichenerkennung, Volldigitales Kombiinstrument, Winterpaket, Zentralverriegelung
</p>",Volkswagen,,"Marke_Volkswagen, Typ_Limousine, Alter_maximal 2 Jahre,Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 20.000 km,Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_Alle, Schaltung_Automatik, Farbe_Weiß, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,786,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/MawAAOSwyWFeUTeI/$_27.JPG,1,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/~HAAAOSwXSZeUTeG/$_27.JPG,2,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/94UAAOSwn~JeUTeG/$_27.JPG,3,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/EwMAAOSwXc1eUTeJ/$_27.JPG,4,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/imQAAOSwxIleUTeH/$_27.JPG,5,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/W5MAAOSw8hReUTeH/$_27.JPG,6,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/w-gAAOSw7a9eUTeJ/$_27.JPG,7,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/JxcAAOSwjjdeUTeR/$_27.JPG,8,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/8jMAAOSw5WReUTeH/$_27.JPG,9,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/2Z4AAOSwryheUTeP/$_27.JPG,10,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/bgsAAOSwhEteUTeH/$_27.JPG,11,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/SVUAAOSwBQ1eUTeJ/$_27.JPG,12,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/W2UAAOSwhDJeUTeH/$_27.JPG,13,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/~wEAAOSw8lpeUTeG/$_27.JPG,14,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/MhkAAOSwtPReUTeJ/$_27.JPG,15,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/BAwAAOSw2oheUTeI/$_27.JPG,16,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/E~QAAOSwm1deUTeH/$_27.JPG,17,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/GC4AAOSweKNeT6qc/$_27.JPG,18,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/xsEAAOSwEbheT6qZ/$_27.JPG,19,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/MawAAOSwyWFeUTeI/$_27.JPG,20,,,nil
,,,28676,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,841,,FALSCH,WAHR
,,,28527,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,896,,FALSCH,WAHR
,,,28377,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,951,,FALSCH,WAHR
,,,28228,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,1006,,FALSCH,WAHR
,,,28504,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,767,,FALSCH,WAHR
,,,28305,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,822,,FALSCH,WAHR
,,,28106,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,877,,FALSCH,WAHR
,,,27907,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,932,,FALSCH,WAHR
,,,27707,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,987,,FALSCH,WAHR
,,,28183,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,755,,FALSCH,WAHR
,,,27934,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,810,,FALSCH,WAHR
,,,27685,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,865,,FALSCH,WAHR
,,,27436,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,920,,FALSCH,WAHR
,,,27187,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,975,,FALSCH,WAHR
,,,27862,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,747,,FALSCH,WAHR
,,,27563,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,802,,FALSCH,WAHR
,,,27264,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,857,,FALSCH,WAHR
,,,26965,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,912,,FALSCH,WAHR
,,,26666,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,985,,FALSCH,WAHR
,,,27540,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,757,,FALSCH,WAHR
,,,27191,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,812,,FALSCH,WAHR
,,,26843,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,867,,FALSCH,WAHR
,,,26494,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,922,,FALSCH,WAHR
,,,26145,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,977,,FALSCH,WAHR
,,,27219,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,750,,FALSCH,WAHR
,,,26820,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,805,,FALSCH,WAHR
,,,26422,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,860,,FALSCH,WAHR
,,,26023,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,915,,FALSCH,WAHR
,,,25625,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,970,,FALSCH,WAHR
,,,26897,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,746,,FALSCH,WAHR
,,,26449,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,801,,FALSCH,WAHR
,,,26001,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,856,,FALSCH,WAHR
,,,25552,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,911,,FALSCH,WAHR
,,,25104,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,966,,FALSCH,WAHR
,,,26576,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,742,,FALSCH,WAHR
,,,26078,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,797,,FALSCH,WAHR
,,,25580,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,852,,FALSCH,WAHR
,,,25082,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,907,,FALSCH,WAHR
,,,24583,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,962,,FALSCH,WAHR
,,,26255,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,739,,FALSCH,WAHR
,,,25707,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,794,,FALSCH,WAHR
,,,25159,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,849,,FALSCH,WAHR
,,,24611,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,904,,FALSCH,WAHR
,,,24063,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,959,,FALSCH,WAHR
,,,25933,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,736,,FALSCH,WAHR
,,,25335,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,791,,FALSCH,WAHR
,,,24738,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,846,,FALSCH,WAHR
,,,24140,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,901,,FALSCH,WAHR
,,,23542,Volkswagen-Golf-GTI-VII-Performance-2.0-TSI-DSG--LED---NAVI,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,956,,FALSCH,WAHR
