Dealer name,Dealer adress,Purchase price,Reselling price,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Autohaus Gerhard Kockjoy GmbH,"Potsdamer Straße 51-52
14469 Potsdam
,,,17695,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,533,,FALSCH,WAHR
,,,17538,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,567,,FALSCH,WAHR
,,,17381,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,602,,FALSCH,WAHR
,,,17224,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,637,,FALSCH,WAHR
,,,17067,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,671,,FALSCH,WAHR
,,,17484,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,525,,FALSCH,WAHR
,,,17296,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,559,,FALSCH,WAHR
,,,17107,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,594,,FALSCH,WAHR
,,,16919,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,629,,FALSCH,WAHR
,,,16730,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,682,,FALSCH,WAHR
,,,17273,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,535,,FALSCH,WAHR
,,,17053,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,569,,FALSCH,WAHR
,,,16833,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,604,,FALSCH,WAHR
,,,16613,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,639,,FALSCH,WAHR
,,,16393,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,673,,FALSCH,WAHR
,,,17062,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,528,,FALSCH,WAHR
,,,16811,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,563,,FALSCH,WAHR
,,,16559,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,598,,FALSCH,WAHR
,,,16308,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,632,,FALSCH,WAHR
,,,16057,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,667,,FALSCH,WAHR
,,,16851,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,524,,FALSCH,WAHR
,,,16568,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,558,,FALSCH,WAHR
,,,16286,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,593,,FALSCH,WAHR
,,,16003,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,628,,FALSCH,WAHR
,,,15720,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,662,,FALSCH,WAHR
,,,16640,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,520,,FALSCH,WAHR
,,,16326,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,554,,FALSCH,WAHR
,,,16012,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,589,,FALSCH,WAHR
,,,15698,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,624,,FALSCH,WAHR
,,,15383,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,658,,FALSCH,WAHR
,,,16429,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,516,,FALSCH,WAHR
,,,16083,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,551,,FALSCH,WAHR
,,,15738,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,586,,FALSCH,WAHR
,,,15392,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,621,,FALSCH,WAHR
,,,15047,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,655,,FALSCH,WAHR
,,,16218,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,514,,FALSCH,WAHR
,,,15841,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,549,,FALSCH,WAHR
,,,15464,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,583,,FALSCH,WAHR
,,,15087,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,618,,FALSCH,WAHR
,,,14710,Citroën-Berlingo-M-PT-110-FEEL--Klimaautom.--PDC--Mirror,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,653,,FALSCH,WAHR
Autohaus Gerhard Kockjoy GmbH,"Potsdamer Straße 51-52
14469 Potsdam
Deutschland",12350,11812,Citroën-C1-VTi-72-S-S-ORIGINS,Citroën C1 VTi 72 S S ORIGINS,"<p>
<strong>Abholadresse</strong>
Potsdamer Straße 51-52
14469 Potsdam
Deutschland<br>
<strong>Fahrzeugzustand</strong>
Unfallfrei<br>
<strong>Kategorie</strong>
Kleinwagen, Vorführfahrzeug<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
1.500 km<br>
<strong>Hubraum</strong>
998 cm³<br>
<strong>Leistung</strong>
53 kW (72 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
3,7 l/100km (kombiniert)<br>*
4,3 l/100km (innerorts)<br>*
3,4 l/100km (außerorts)<br>*
<strong>CO2-Emission</strong>
117 g/km (kombiniert)*<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
4<br>
<strong>Getriebe</strong>
Schaltgetriebe<br>
<strong>Schadstoffklasse</strong>
Euro6d<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
01/2020<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
Neu<br>
<strong>Klimatisierung</strong>
Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Caldera-Schwarz Metallic<br>
<strong>Farbe</strong>
Schwarz Metallic<br>
<strong>Innenausstattung</strong>
Vollleder, Schwarz<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Android Auto, Apple CarPlay, Berganfahrassistent, Bluetooth, Bordcomputer, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, ESP, Freisprecheinrichtung, Garantie, Geschwindigkeitsbegrenzer, Isofix, Lederlenkrad, LED-Tagfahrlicht, Leichtmetallfelgen, Multifunktionslenkrad, Nichtraucher-Fahrzeug, Notrad, Radio DAB, Reifendruckkontrolle, Scheckheftgepflegt, Servolenkung, Sitzheizung, Start/Stopp-Automatik, Touchscreen, Traktionskontrolle, Tuner/Radio, USB, Zentralverriegelung
</p>",Citro,,"Marke_Citro, Typ_Kleinwagen, Alter_maximal 2 Jahre,Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 20.000 km,Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_70 bis 100 PS,Leistung_Alle, Schaltung_Schaltgetriebe, Farbe_Schwarz, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,432,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/aH4AAOSwT7NePY~b/$_27.JPG,1,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/7CQAAOSwK8BePY~r/$_27.JPG,2,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/PAcAAOSwndFePY~e/$_27.JPG,3,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/gVAAAOSwKS9ePY~b/$_27.JPG,4,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/dfUAAOSwKKBePY~c/$_27.JPG,5,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/IQIAAOSwvghePY~g/$_27.JPG,6,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/MyYAAOSw8o9ePY~o/$_27.JPG,7,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/ksMAAOSwiX1ePY~e/$_27.JPG,8,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/DoUAAOSw6qRePY~b/$_27.JPG,9,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/LIcAAOSwQTVePY~e/$_27.JPG,10,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/hfkAAOSwqg9ePY~d/$_27.JPG,11,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/YpoAAOSwkW5ePY~b/$_27.JPG,12,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/xqUAAOSwHr9ePY~e/$_27.JPG,13,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/gKEAAOSwZ3tePY~b/$_27.JPG,14,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/yQQAAOSwujhePY~b/$_27.JPG,15,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/RDQAAOSwHX5ePY~c/$_27.JPG,16,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/JYQAAOSwH9JePY~f/$_27.JPG,17,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/zy0AAOSw-ZJePY~d/$_27.JPG,18,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/5LoAAOSwfZxePY~c/$_27.JPG,19,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/PM8AAOSwSMZePY~d/$_27.JPG,20,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/aH4AAOSwT7NePY~b/$_27.JPG,21,nil
,,,11750,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,454,,FALSCH,WAHR
,,,11689,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,477,,FALSCH,WAHR
,,,11627,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,500,,FALSCH,WAHR
,,,11565,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,523,,FALSCH,WAHR
,,,11666,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,412,,FALSCH,WAHR
,,,11584,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,435,,FALSCH,WAHR
,,,11501,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,457,,FALSCH,WAHR
,,,11419,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,480,,FALSCH,WAHR
,,,11337,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,503,,FALSCH,WAHR
,,,11520,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,400,,FALSCH,WAHR
,,,11417,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,423,,FALSCH,WAHR
,,,11314,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,445,,FALSCH,WAHR
,,,11211,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,468,,FALSCH,WAHR
,,,11108,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,491,,FALSCH,WAHR
,,,11374,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,392,,FALSCH,WAHR
,,,11251,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,415,,FALSCH,WAHR
,,,11127,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,437,,FALSCH,WAHR
,,,11004,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,460,,FALSCH,WAHR
,,,10880,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,501,,FALSCH,WAHR
,,,11228,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,402,,FALSCH,WAHR
,,,11084,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,425,,FALSCH,WAHR
,,,10940,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,447,,FALSCH,WAHR
,,,10796,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,470,,FALSCH,WAHR
,,,10652,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,493,,FALSCH,WAHR
,,,11082,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,396,,FALSCH,WAHR
,,,10917,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,418,,FALSCH,WAHR
,,,10753,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,441,,FALSCH,WAHR
,,,10588,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,464,,FALSCH,WAHR
,,,10423,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,487,,FALSCH,WAHR
,,,10936,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,391,,FALSCH,WAHR
,,,10751,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,414,,FALSCH,WAHR
,,,10566,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,436,,FALSCH,WAHR
,,,10380,Citroën-C1-VTi-72-S-S-ORIGINS,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,459,,FALSCH,WAHR
