Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,306,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,320,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,334,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,348,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,281,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,295,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,309,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,323,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,337,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,274,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,288,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,302,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,317,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,331,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,270,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,284,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,298,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,312,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,348,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,285,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,299,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,314,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,328,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,342,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,281,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,295,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,309,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,323,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,337,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,277,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,291,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,305,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,319,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,334,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,274,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,288,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,302,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,317,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,331,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,272,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,286,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,300,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,314,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,328,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,270,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,284,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,298,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,312,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Dynamique-Klimaanlage,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,326,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,Renault Twingo 1 0 SCe 70 Experience Klimaanlage,"<p>
<strong>Abholadresse</strong>
Kolonnenstr. 31
10829 Berlin
Deutschland<br>
<strong>Fahrzeugzustand</strong>
Unfallfrei<br>
<strong>Kategorie</strong>
Limousine<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
38.820 km<br>
<strong>Hubraum</strong>
999 cm³<br>
<strong>Leistung</strong>
51 kW (69 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 5,0 l/100km (kombiniert)<br>
ca. 6,3 l/100km (innerorts)<br>
ca. 4,2 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 112 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
4<br>
<strong>Getriebe</strong>
Schaltgetriebe<br>
<strong>Schadstoffklasse</strong>
Euro6<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
06/2016<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
Neu<br>
<strong>Klimatisierung</strong>
Klimaanlage<br>
<strong>Farbe (Hersteller)</strong>
Arktis-Weiß<br>
<strong>Farbe</strong>
Weiß<br>
<strong>Innenausstattung</strong>
Stoff, Grau<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Allwetterreifen, Berganfahrassistent, Bluetooth, Bordcomputer, Elektr. Fensterheber, Elektr. Wegfahrsperre, ESP, Freisprecheinrichtung, Garantie, Isofix, Lederlenkrad, LED-Tagfahrlicht, Multifunktionslenkrad, Pannenkit, Reifendruckkontrolle, Scheckheftgepflegt, Servolenkung, Stahlfelgen, Traktionskontrolle, Tuner/Radio, USB, Zentralverriegelung
</p>",Renault,,"Marke_Renault, Typ_Limousine, Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_bis 70 PS,Leistung_Alle, Schaltung_Schaltgetriebe, Farbe_Weiß, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Mittel (200 bis 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,282,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/cywAAOSwUalfKF7g/$_27.JPG,1,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/YOQAAOSweHZfKF7g/$_27.JPG,2,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/ZKIAAOSwXQ1fKF7h/$_27.JPG,3,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/itkAAOSwYy9fKF7g/$_27.JPG,4,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/0jgAAOSwQDZfKF7g/$_27.JPG,5,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/nk8AAOSw1NxfKF7g/$_27.JPG,6,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/gwQAAOSwAchfKF7g/$_27.JPG,7,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/D3cAAOSwe9xfKF7g/$_27.JPG,8,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/d9AAAOSwTxhfKF7g/$_27.JPG,9,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/PMIAAOSwp~tfKF7g/$_27.JPG,10,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/D1EAAOSwTJ1fKF7g/$_27.JPG,11,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/jq8AAOSwO8dfKF7g/$_27.JPG,12,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/4lgAAOSw6flfKF7g/$_27.JPG,13,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/cywAAOSwUalfKF7g/$_27.JPG,14,,,,,,,,,,,,,,,nil
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,295,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,308,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,321,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,334,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,271,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,284,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,297,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,310,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,323,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,264,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,277,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,291,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,304,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,317,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,260,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,273,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,286,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,299,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,334,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,276,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,289,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,302,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,315,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,328,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,271,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,284,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,297,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,310,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,323,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,267,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,280,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,293,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,306,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,319,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,264,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,277,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,290,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,304,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,317,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,262,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,275,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,288,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,301,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,314,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,260,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,273,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,286,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,299,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Experience-Klimaanlage,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,312,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,Renault Twingo 1 0 SCe 70 Life Allwetterreifen,"<p>
<strong>Abholadresse</strong>
Kolonnenstr. 31
10829 Berlin
Deutschland<br>
<strong>Fahrzeugzustand</strong>
Unfallfrei<br>
<strong>Kategorie</strong>
Kleinwagen<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
32.600 km<br>
<strong>Hubraum</strong>
999 cm³<br>
<strong>Leistung</strong>
51 kW (69 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 5,0 l/100km (kombiniert)<br>
ca. 6,3 l/100km (innerorts)<br>
ca. 4,2 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 112 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
4<br>
<strong>Getriebe</strong>
Schaltgetriebe<br>
<strong>Schadstoffklasse</strong>
Euro6<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
10/2016<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
Neu<br>
<strong>Klimatisierung</strong>
Keine Klimaanlage oder -automatik<br>
<strong>Farbe (Hersteller)</strong>
Pyrénées-Weiß<br>
<strong>Farbe</strong>
Weiß<br>
<strong>Innenausstattung</strong>
Stoff, Grau<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Allwetterreifen, Berganfahrassistent, Bordcomputer, Elektr. Fensterheber, Elektr. Wegfahrsperre, ESP, Garantie, Gepäckraumabtrennung, Isofix, LED-Tagfahrlicht, Pannenkit, Reifendruckkontrolle, Servolenkung, Tuner/Radio, Zentralverriegelung
</p>",Renault,,"Marke_Renault, Typ_Kleinwagen, Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_bis 70 PS,Leistung_Alle, Schaltung_Schaltgetriebe, Farbe_Weiß, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Mittel (200 bis 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,262,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/i94AAOSw7z9fKdN1/$_27.JPG,1,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/wIEAAOSwPmhfKdN1/$_27.JPG,2,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/LKoAAOSws3xfKdN1/$_27.JPG,3,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/UlcAAOSwdohfKdN1/$_27.JPG,4,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/FIsAAOSwEbBfKdN1/$_27.JPG,5,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/HMcAAOSwPY1fKdN1/$_27.JPG,6,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/qk4AAOSwoC1fKdN1/$_27.JPG,7,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/6I8AAOSwUjhfKdN1/$_27.JPG,8,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/0RUAAOSwCpRfKdN1/$_27.JPG,9,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/gO4AAOSwhCFfKdN1/$_27.JPG,10,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/AD0AAOSw1oxfKdN1/$_27.JPG,11,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/DCkAAOSwcONfKdN1/$_27.JPG,12,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/JdwAAOSw1HtfKdN1/$_27.JPG,13,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/i94AAOSw7z9fKdN1/$_27.JPG,14,,,,,,,,,,,,,,,nil
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,273,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,284,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,295,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,306,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,251,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,262,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,273,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,284,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,295,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,245,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,256,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,267,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,277,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,288,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,241,,FALSCH,WAHR
Renault-Twingo-1-0-SCe-70-Life-Allwetterreifen,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,251,,FALSCH,WAHR
