Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,360,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,379,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,399,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,419,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,329,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,349,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,369,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,388,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,408,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,323,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,342,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,362,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,382,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,401,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,319,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,338,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,358,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,377,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,418,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,334,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,354,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,373,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,393,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,412,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,329,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,349,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,368,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,388,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,408,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,326,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,345,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,365,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,384,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,404,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,323,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,342,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,362,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,382,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,401,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,320,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,340,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,360,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,379,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,399,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,318,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,338,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,358,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,377,,FALSCH,WAHR
Renault-Clio-IV-0-9-TCe-75-LIMITED-Klimaanlage-EURO6,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,397,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,Renault Clio IV 1 6 TCe 220 Turbo R S  Trophy,"<p>
<strong>Abholadresse</strong>
Kolonnenstr. 31
10829 Berlin
Deutschland<br>
<strong>Fahrzeugzustand</strong>
Unfallfrei<br>
<strong>Kategorie</strong>
Limousine<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
53.650 km<br>
<strong>Hubraum</strong>
1.618 cm³<br>
<strong>Leistung</strong>
162 kW (220 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 5,9 l/100km (kombiniert)<br>
ca. 7,6 l/100km (innerorts)<br>
ca. 5,1 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 140 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Automatik<br>
<strong>Schadstoffklasse</strong>
Euro6<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
04/2016<br>
<strong>Anzahl der Fahrzeughalter</strong>
2<br>
<strong>HU</strong>
Neu<br>
<strong>Klimatisierung</strong>
Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Black-Pearl Schwarz (Gold/Schwar<br>
<strong>Farbe</strong>
Schwarz Metallic<br>
<strong>Innenausstattung</strong>
Vollleder, Schwarz<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Armlehne, Berganfahrassistent, Bluetooth, Bordcomputer, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, ESP, Freisprecheinrichtung, Garantie, Geschwindigkeitsbegrenzer, Isofix, Lederlenkrad, LED-Tagfahrlicht, Leichtmetallfelgen, Lichtsensor, Multifunktionslenkrad, Navigationssystem, Notbremsassistent, Pannenkit, Regensensor, Reifendruckkontrolle, Schaltwippen, Scheckheftgepflegt, Servolenkung, Sitzheizung, Sommerreifen, Sportfahrwerk, Sportsitze, Start/Stopp-Automatik, Tempomat, Touchscreen, Traktionskontrolle, Tuner/Radio, USB, Winterreifen, Zentralverriegelung
</p>",Renault,,"Marke_Renault, Typ_Limousine, Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_Alle, Schaltung_Automatik, Farbe_Schwarz, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,553,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/MCkAAOSwvCtfKdN3/$_27.JPG,1,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/XrsAAOSwl1NfKdN3/$_27.JPG,2,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/1PYAAOSwaEVfKdN3/$_27.JPG,3,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/jz0AAOSwlSdfKdN4/$_27.JPG,4,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/y-8AAOSwLXpfKdN3/$_27.JPG,5,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/6e8AAOSwf-dfKdN3/$_27.JPG,6,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/xkEAAOSwd0BfKdN3/$_27.JPG,7,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/69EAAOSwQwRfKdN3/$_27.JPG,8,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/FdIAAOSw8lZfKdN3/$_27.JPG,9,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/XMsAAOSwzaJfKdN3/$_27.JPG,10,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/u1UAAOSw5F9fKdN3/$_27.JPG,11,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/j3IAAOSwRA9fKdN3/$_27.JPG,12,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/bPMAAOSwQp1fKdN3/$_27.JPG,13,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/sgkAAOSwHfBfKdN3/$_27.JPG,14,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/V60AAOSwbJtfKdN3/$_27.JPG,15,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/MCkAAOSwvCtfKdN3/$_27.JPG,16,,,,,,,,,,,nil
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,588,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,623,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,657,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,692,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,542,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,577,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,612,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,647,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,681,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,536,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,570,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,605,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,640,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,675,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,531,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,566,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,601,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,636,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,692,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,547,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,582,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,616,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,651,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,686,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,542,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,577,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,612,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,646,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,681,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,539,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,573,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,608,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,643,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,678,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,536,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,570,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,605,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,640,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,675,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,533,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,568,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,603,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,638,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,672,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,531,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,566,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,601,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,636,,FALSCH,WAHR
Renault-Clio-IV-1-6-TCe-220-Turbo-R-S--Trophy,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,670,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,Renault Clio IV IV 0 9 TCe 90 Limited Deluxe EURO6,"<p>
<strong>Abholadresse</strong>
Kolonnenstr. 31
10829 Berlin
Deutschland<br>
<strong>Fahrzeugzustand</strong>
Unfallfrei<br>
<strong>Kategorie</strong>
Limousine<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
45.705 km<br>
<strong>Hubraum</strong>
898 cm³<br>
<strong>Leistung</strong>
66 kW (90 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 4,9 l/100km (kombiniert)<br>
ca. 6,2 l/100km (innerorts)<br>
ca. 4,2 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 116 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Schaltgetriebe<br>
<strong>Schadstoffklasse</strong>
Euro5<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
05/2015<br>
<strong>Anzahl der Fahrzeughalter</strong>
2<br>
<strong>HU</strong>
Neu<br>
<strong>Klimatisierung</strong>
Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Dezir-Rot<br>
<strong>Farbe</strong>
Rot Metallic<br>
<strong>Innenausstattung</strong>
Stoff, Schwarz<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Allwetterreifen, Berganfahrassistent, Bluetooth, Bordcomputer, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, ESP, Freisprecheinrichtung, Garantie, Geschwindigkeitsbegrenzer, Isofix, Lederlenkrad, LED-Tagfahrlicht, Leichtmetallfelgen, Lichtsensor, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Notrad, Regensensor, Reifendruckkontrolle, Servolenkung, Start/Stopp-Automatik, Tempomat, Touchscreen, Tuner/Radio, USB, Zentralverriegelung
</p>",Renault,,"Marke_Renault, Typ_Limousine, Alter_Alle, Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_70 bis 100 PS,Leistung_Alle, Schaltung_Schaltgetriebe, Farbe_Rot, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Mittel (200 bis 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,378,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/6KYAAOSw4E5fDJaR/$_27.JPG,1,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/Y5IAAOSwKYtfDJaQ/$_27.JPG,2,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/XIsAAOSwZgJfDJaQ/$_27.JPG,3,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/XjsAAOSw3xhfDJaQ/$_27.JPG,4,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/WAAAAOSw4stfDJaR/$_27.JPG,5,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/GksAAOSwudBfDJaQ/$_27.JPG,6,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/E4wAAOSwOXxfDJaR/$_27.JPG,7,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/eZ0AAOSw4tBfDJaQ/$_27.JPG,8,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/YOsAAOSwCIdfDJaQ/$_27.JPG,9,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/oLUAAOSwV8lfDJaR/$_27.JPG,10,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/6ucAAOSwOMBfDJaQ/$_27.JPG,11,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/8YIAAOSw9uRfDJaQ/$_27.JPG,12,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/GLoAAOSwgeFfDJaR/$_27.JPG,13,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/EgAAAOSw26BfDJaR/$_27.JPG,14,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/6KYAAOSw4E5fDJaR/$_27.JPG,15,,,,,,,,,,,,,nil
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,398,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,417,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,437,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,456,,FALSCH,WAHR
